Date,Season,Temperature_C,WindSpeed_m_s,CloudCoverage_pct,Fog,Production_kWh_day,Price_eur_mwh
2017-10-29,Autumn,18.5,1.37,56.1,0,179941,55.11
2017-10-30,Autumn,15,2.8,29.5,0,226257,52.31
2017-10-31,Autumn,14.6,1.88,46,0,191963,50.68
2017-11-01,Autumn,8.6,2.88,65.7,0,166824,56.68
2017-11-02,Autumn,10.4,1.49,30.5,0,224280,54.36
2017-11-03,Autumn,15.3,1.67,43.2,0,196087,50.62
2017-11-04,Autumn,11.9,2.94,44.6,0,204784,43.4
2017-11-05,Autumn,5.6,3.96,59,0,183181,66.27
2017-11-06,Autumn,6.4,1.85,79.5,0,140158,52.31
2017-11-07,Autumn,7.9,3.4,58.7,1,162561,56.06
2017-11-08,Autumn,13.8,1.99,44.3,0,203624,50.72
2017-11-09,Autumn,11.7,2.49,41.7,0,202381,67.79
2017-11-10,Autumn,12.6,3,56.2,0,176553,48.15
2017-11-11,Autumn,7.4,2.53,45.4,0,188606,51.8
2017-11-12,Autumn,4.2,1.89,62.2,0,166699,46.05
2017-11-13,Autumn,8.2,2.35,64.3,0,171603,42.4
2017-11-14,Autumn,11.1,4.33,78.9,0,144736,50.62
2017-11-15,Autumn,13.6,1.12,41.3,0,205830,39.11
2017-11-16,Autumn,10.9,3.97,53.4,0,177714,62.42
2017-11-17,Autumn,12.1,3.26,36.6,0,209028,32.84
2017-11-18,Autumn,7.6,3.47,87.8,0,136467,52.12
2017-11-19,Autumn,7.9,2.67,67.1,0,180565,50.09
2017-11-20,Autumn,9.4,1.04,54.4,0,171474,47.57
2017-11-21,Autumn,7.5,2.25,62.7,0,180089,51.95
2017-11-22,Autumn,10.3,1.04,69.3,0,161356,48.02
2017-11-23,Autumn,10.1,3.34,54.8,0,186397,55.11
2017-11-24,Autumn,5.1,2.12,76.4,0,151030,47.38
2017-11-25,Autumn,14.3,3.32,44,0,205023,47.89
2017-11-26,Autumn,5.8,2.8,30.3,0,216184,56.14
2017-11-27,Autumn,12.5,2.58,70.5,0,170001,62.52
2017-11-28,Autumn,6.8,2.1,61.7,0,168119,53.83
2017-11-29,Autumn,9.4,3.33,50.8,0,197644,42.18
2017-11-30,Autumn,8.7,3.17,38,0,201884,57.54
2017-12-01,Winter,-4.7,3.06,79.7,0,105897,62.08
2017-12-02,Winter,4.3,1.8,27.8,0,151631,51.92
2017-12-03,Winter,-1.8,1.91,75.3,1,98172,67.19
2017-12-04,Winter,-7.7,4.22,93.1,0,98674,57.54
2017-12-05,Winter,8,2.73,71.7,0,113742,50.58
2017-12-06,Winter,0.1,3.01,67.3,1,103881,65.37
2017-12-07,Winter,-4.8,2.77,69.6,0,111131,66.97
2017-12-08,Winter,14.1,2.49,71.9,1,100284,56.16
2017-12-09,Winter,7.1,1.62,50.9,0,126083,52.3
2017-12-10,Winter,1.5,4.27,54.3,0,129245,56.93
2017-12-11,Winter,-0.2,3.11,74.3,0,112835,53.89
2017-12-12,Winter,5.1,3.31,45.8,1,131313,71.9
2017-12-13,Winter,-6.5,3.39,66.6,0,133663,58.73
2017-12-14,Winter,-1.3,3.12,59.7,1,109153,73.1
2017-12-15,Winter,0.7,2.18,32,0,163244,60.68
2017-12-16,Winter,4,3.19,54.8,0,133495,52.64
2017-12-17,Winter,7.8,3.42,55.8,0,130668,56.39
2017-12-18,Winter,4.3,3.34,86.9,0,100653,43.86
2017-12-19,Winter,4.4,2.78,55.1,0,131685,72.81
2017-12-20,Winter,-0.5,2.9,70.7,0,115834,59.2
2017-12-21,Winter,1.4,2.71,59.3,0,124844,58.65
2017-12-22,Winter,9.1,2.1,44,0,133966,66.95
2017-12-23,Winter,4.6,1.46,84.7,1,82481,59.8
2017-12-24,Winter,1.3,3.52,85.6,0,103100,56.04
2017-12-25,Winter,4.8,2.53,63,0,121505,60.61
2017-12-26,Winter,0.6,2.24,93.2,0,89193,66.89
2017-12-27,Winter,3.9,2.37,50.3,1,119528,59.33
2017-12-28,Winter,0.4,3.01,81.5,0,107544,66.65
2017-12-29,Winter,11.1,2.36,66.6,0,120194,64.24
2017-12-30,Winter,-2.1,2.38,68,0,114435,60.44
2017-12-31,Winter,2.6,1.83,74,0,116342,62.07
2018-01-01,Winter,2.4,3.22,65.3,0,128976,69.21
2018-01-02,Winter,7.4,3.27,72.1,1,102565,68.65
2018-01-03,Winter,-3.7,2.02,66.5,0,123261,51.21
2018-01-04,Winter,-0.9,3.8,14.2,0,184235,71.53
2018-01-05,Winter,1.7,2.73,81.2,0,108964,62.34
2018-01-06,Winter,5.9,2.62,40.4,0,149960,73.47
2018-01-07,Winter,12.5,2.9,47.6,1,126459,70.59
2018-01-08,Winter,-1,2.29,81.9,0,105217,67.77
2018-01-09,Winter,0.6,4.23,73,0,109404,73.79
2018-01-10,Winter,10.7,3.08,15.4,0,178250,53.93
2018-01-11,Winter,2.1,2.76,47.6,0,131562,63.84
2018-01-12,Winter,-2.6,1.66,82.1,0,99310,80.16
2018-01-13,Winter,4,2.81,59.5,0,133450,69.64
2018-01-14,Winter,2,1.15,34.1,0,157050,77.91
2018-01-15,Winter,-2,1.66,84.1,1,93714,71.97
2018-01-16,Winter,4.7,2.46,69.4,1,101115,87.76
2018-01-17,Winter,4.2,1.69,81.4,1,86706,80.94
2018-01-18,Winter,-0.3,2.77,78.2,0,106370,71.63
2018-01-19,Winter,6.7,3.61,60,0,127840,59.03
2018-01-20,Winter,-4.6,2.64,71.7,1,100631,76.7
2018-01-21,Winter,0.9,2.37,82.3,0,107403,62.8
2018-01-22,Winter,1.8,3.06,53.4,1,115775,72.44
2018-01-23,Winter,7.8,3.48,50,0,139533,68.14
2018-01-24,Winter,-1.6,3.37,87,1,83562,65.19
2018-01-25,Winter,3.8,3.51,65.6,0,123533,65.1
2018-01-26,Winter,4,2.85,80.5,0,105115,61.71
2018-01-27,Winter,5.3,2.42,42.1,0,139990,80.81
2018-01-28,Winter,4.4,2.54,69.5,0,115059,63.11
2018-01-29,Winter,3.7,3.18,75.1,1,97018,75.83
2018-01-30,Winter,0,2.72,58.1,0,126788,56.81
2018-01-31,Winter,4.5,2.81,49.6,0,146816,53.21
2018-02-01,Winter,7.5,3.99,53.3,0,134294,63.2
2018-02-02,Winter,9.7,2.24,35.1,1,131825,62.46
2018-02-03,Winter,-0.5,3.29,63.2,0,113216,56.74
2018-02-04,Winter,1.3,2.73,62.1,0,119605,67
2018-02-05,Winter,5.3,2.5,53.4,0,131355,68.75
2018-02-06,Winter,5.7,2.73,64.3,1,104211,62.06
2018-02-07,Winter,6,3.82,55.2,0,139939,53
2018-02-08,Winter,0.6,2.96,70.7,0,114632,64.55
2018-02-09,Winter,0.6,1.85,71.4,0,119430,85
2018-02-10,Winter,4,1.21,57.6,0,128087,76.68
2018-02-11,Winter,12,2.65,64.7,1,107501,80.06
2018-02-12,Winter,1.2,3.67,92.8,0,92763,73.18
2018-02-13,Winter,-2.3,2.17,58.6,0,126977,69.67
2018-02-14,Winter,3.9,3.14,41.2,1,137585,60.22
2018-02-15,Winter,4.7,3.37,98,0,79288,71.21
2018-02-16,Winter,6.6,1.91,66,0,109593,54.22
2018-02-17,Winter,-6.1,3.53,43.3,0,141517,44.46
2018-02-18,Winter,-5.2,3.61,66.2,0,120910,71.12
2018-02-19,Winter,8.6,3.12,45.9,0,145274,50.44
2018-02-20,Winter,-0.7,2.85,44.3,0,145353,62.6
2018-02-21,Winter,8.4,4.04,39.2,0,147389,78.21
2018-02-22,Winter,3,2.52,45.6,1,128994,65.97
2018-02-23,Winter,4.2,1.96,74.2,0,115258,84.88
2018-02-24,Winter,0.1,2.68,55.4,0,131882,68.31
2018-02-25,Winter,4.2,2.96,36.6,0,156613,65.33
2018-02-26,Winter,-5,3.7,53.2,0,136013,65.57
2018-02-27,Winter,2.8,2.7,69.3,0,113929,74.53
2018-02-28,Winter,4.9,3.85,73.5,0,116645,62.22
2018-03-01,Spring,10.8,2.14,60.9,0,221866,52.58
2018-03-02,Spring,7.1,3.37,69,0,208135,51.86
2018-03-03,Spring,11.4,3.36,46.8,0,264834,54.72
2018-03-04,Spring,15.6,3.46,55.5,0,213904,51.65
2018-03-05,Spring,10.3,3.07,57.1,0,216582,59.83
2018-03-06,Spring,6.2,2.95,71.1,0,193745,57.57
2018-03-07,Spring,9.5,3.04,44.5,0,248827,62.36
2018-03-08,Spring,6.5,2.34,40.7,0,255061,51.23
2018-03-09,Spring,14.8,3.74,50.2,0,232296,49.83
2018-03-10,Spring,8.9,2.38,57.8,0,217623,57.38
2018-03-11,Spring,6.8,1.39,49.6,0,232330,52.98
2018-03-12,Spring,5.8,2.99,47.3,0,271526,67.41
2018-03-13,Spring,2.9,3.04,44.4,0,270890,65.88
2018-03-14,Spring,11.2,3.03,72.4,0,198573,54.45
2018-03-15,Spring,4.3,2.61,33.6,0,267431,54.38
2018-03-16,Spring,10.6,3.44,62.1,0,211225,59.96
2018-03-17,Spring,12.7,3.12,48,0,229302,54.22
2018-03-18,Spring,9.7,2.9,82.5,1,159735,64.01
2018-03-19,Spring,7.5,2.92,46.5,0,238603,51.34
2018-03-20,Spring,14.3,1.57,55.6,0,231870,61.41
2018-03-21,Spring,9.2,3.78,53.7,0,222115,47.38
2018-03-22,Spring,10.7,1.9,86,0,169414,62.39
2018-03-23,Spring,8.2,2.49,66.4,0,212326,54.4
2018-03-24,Spring,15.8,3.22,54,0,243052,64.09
2018-03-25,Spring,9.2,4.06,49.6,0,249673,53.21
2018-03-26,Spring,11.1,2.68,39.5,0,247799,51.44
2018-03-27,Spring,12.8,2.26,59.8,0,232176,59.34
2018-03-28,Spring,4.4,2.62,71,0,196426,53.97
2018-03-29,Spring,9.1,3.76,90.1,0,174149,56.34
2018-03-30,Spring,15.9,2.68,62.9,0,221645,65.26
2018-03-31,Spring,2.4,3.25,57.1,0,217152,57.08
2018-04-01,Spring,12.6,2.76,41.7,0,255659,62.76
2018-04-02,Spring,16.8,3.21,35.5,0,279014,44.02
2018-04-03,Spring,15.4,2.57,42.2,0,266037,67.12
2018-04-04,Spring,16.5,3.58,69.1,0,211235,39.38
2018-04-05,Spring,12.1,2.2,47.7,0,261181,66.73
2018-04-06,Spring,14.2,1.8,42.7,0,266694,51.76
2018-04-07,Spring,14.6,3.47,46.6,0,250539,44.18
2018-04-08,Spring,15.6,3.77,42.4,0,270425,49.61
2018-04-09,Spring,9.8,2.41,56.3,0,247100,64.74
2018-04-10,Spring,12.9,3.62,56.4,0,252303,59.71
2018-04-11,Spring,14,4.42,45.3,0,244858,61.05
2018-04-12,Spring,8.4,2.32,35.4,0,257403,46.61
2018-04-13,Spring,17.1,1.99,53.1,0,253445,57.13
2018-04-14,Spring,8.2,2.28,42,0,244357,59.75
2018-04-15,Spring,14.6,3.31,65.5,0,205911,58.09
2018-04-16,Spring,18.4,2.97,23.6,0,292254,50.21
2018-04-17,Spring,17.1,2.2,52.3,0,245258,69.46
2018-04-18,Spring,13.9,0.81,37.9,0,263887,45.31
2018-04-19,Spring,11,2.7,45.3,0,244400,57.51
2018-04-20,Spring,15.2,3,46.4,0,245969,53.79
2018-04-21,Spring,12.6,1.86,50,0,234870,46.68
2018-04-22,Spring,12.1,1.55,68,0,201103,51.39
2018-04-23,Spring,13,2.99,62.8,0,240849,47.84
2018-04-24,Spring,12.9,3.68,17.1,0,311107,53.2
2018-04-25,Spring,12.3,3.33,64.4,0,225751,53.13
2018-04-26,Spring,10.5,2.48,21.2,1,253781,66.12
2018-04-27,Spring,14.7,2.91,70.1,0,206504,42.13
2018-04-28,Spring,13.8,1.8,38.5,0,256260,52.94
2018-04-29,Spring,16.8,3.55,34.3,0,248675,54.48
2018-04-30,Spring,19.3,2.74,32.1,0,266585,66.75
2018-05-01,Spring,23.3,1.84,32.9,0,261409,50.87
2018-05-02,Spring,23.5,2.86,34,0,256902,49.47
2018-05-03,Spring,21.6,3.26,37.3,0,262404,43.25
2018-05-04,Spring,20.7,2.67,6.3,0,349465,43.18
2018-05-05,Spring,18.4,2,24.8,0,292427,56.88
2018-05-06,Spring,19.5,4.15,59.4,0,246139,61.49
2018-05-07,Spring,15.5,2.71,53.7,0,242608,58.76
2018-05-08,Spring,17.5,2.06,51.1,0,251003,59.15
2018-05-09,Spring,24.2,2.73,32.8,0,274542,51.87
2018-05-10,Spring,22,2.12,41,0,271381,44.48
2018-05-11,Spring,20.2,1.32,37.5,0,278562,55.18
2018-05-12,Spring,20.3,1.58,31,0,276419,57.99
2018-05-13,Spring,17.2,3.06,28.4,0,294701,30.39
2018-05-14,Spring,22.3,1.4,42,0,269810,47.9
2018-05-15,Spring,21.5,2.6,45.2,0,253056,61.02
2018-05-16,Spring,19.8,2.69,17.6,0,295848,47.58
2018-05-17,Spring,16.2,2.6,39.3,0,253181,49.46
2018-05-18,Spring,19.4,4.16,26.1,0,298697,65.23
2018-05-19,Spring,24.3,2.78,49,0,257366,53.1
2018-05-20,Spring,21,2.14,29.8,0,277106,61.64
2018-05-21,Spring,21.2,3.46,34.1,0,282212,46.99
2018-05-22,Spring,21,2.37,33.5,0,286240,49.47
2018-05-23,Spring,15.3,2.48,33.1,0,283097,47.15
2018-05-24,Spring,17.4,2.73,37.8,0,286615,53.86
2018-05-25,Spring,20.3,2.32,43.5,0,273622,63.96
2018-05-26,Spring,21.6,1.79,37.8,0,260348,39.77
2018-05-27,Spring,19.1,1.98,42.4,0,278197,57.36
2018-05-28,Spring,22.2,2.79,28.8,0,284761,37.24
2018-05-29,Spring,22.6,1.87,37.7,0,283561,29.1
2018-05-30,Spring,17.9,2.3,62.1,0,224308,54.21
2018-05-31,Spring,20.8,1.76,41.1,0,260023,49.55
2018-06-01,Summer,20.9,3.55,25.6,0,324682,39.28
2018-06-02,Summer,23.4,0.92,31.3,0,332188,37.78
2018-06-03,Summer,24.1,2.81,35.4,0,308169,36.87
2018-06-04,Summer,24.8,2.02,23.3,0,367441,28.88
2018-06-05,Summer,23.9,1.68,19,0,384322,41.76
2018-06-06,Summer,29,2.38,41.8,0,307260,41.5
2018-06-07,Summer,27.8,1.48,50.3,0,299545,43.41
2018-06-08,Summer,21.1,3.03,22.1,0,345869,54.28
2018-06-09,Summer,24.8,2.26,22.8,0,346778,55.47
2018-06-10,Summer,20.8,1.75,45.2,0,310652,54.94
2018-06-11,Summer,28,1.6,27.9,0,346042,51.31
2018-06-12,Summer,26.6,1.68,35.1,0,351945,35.72
2018-06-13,Summer,23.3,1.41,46.6,0,294602,46.27
2018-06-14,Summer,24.4,2.24,30.8,0,350856,54.25
2018-06-15,Summer,25.9,2.43,42.9,0,313485,37.01
2018-06-16,Summer,21.9,1.49,25.8,0,356194,49.85
2018-06-17,Summer,23,1.49,29.6,0,331827,29.6
2018-06-18,Summer,25.7,2.1,27.3,0,345309,47.97
2018-06-19,Summer,22.6,1.78,5.8,0,388444,39.69
2018-06-20,Summer,22.3,1.31,2,0,385005,42.2
2018-06-21,Summer,22.6,3.42,25.9,0,359877,41.41
2018-06-22,Summer,22.6,2.88,18.1,0,375695,53.28
2018-06-23,Summer,28,1.02,35,0,338438,44.59
2018-06-24,Summer,29.3,2.98,40.5,0,342340,44.86
2018-06-25,Summer,21.1,2.4,38.2,0,336754,37.75
2018-06-26,Summer,22.8,1.31,31.4,0,328678,48.9
2018-06-27,Summer,21.3,2.71,16.8,0,372549,44.8
2018-06-28,Summer,25.7,0.95,23.2,0,345970,43.2
2018-06-29,Summer,22.9,1.09,39.7,0,315656,59.12
2018-06-30,Summer,28.9,2.79,31.8,0,333147,49.69
2018-07-01,Summer,30,1.48,32.2,0,360768,43.63
2018-07-02,Summer,27.4,2.3,11.1,0,390499,53.9
2018-07-03,Summer,30.2,1.61,12.5,0,379648,53.01
2018-07-04,Summer,30.7,1.47,18.8,0,385249,37.76
2018-07-05,Summer,25.5,2.39,25.3,0,320787,45.52
2018-07-06,Summer,25.5,2.03,2,0,369737,32.09
2018-07-07,Summer,26.6,1.82,8.6,0,400846,39.78
2018-07-08,Summer,29,2.01,26.6,0,351381,54.97
2018-07-09,Summer,27.2,3.45,9.2,0,397362,48.12
2018-07-10,Summer,26,2.56,30.2,0,323244,54.6
2018-07-11,Summer,29.9,3.01,19.6,0,370605,39.4
2018-07-12,Summer,29.8,1.94,21.4,0,392159,32.73
2018-07-13,Summer,24.6,3.07,15.4,0,387432,31.89
2018-07-14,Summer,28.2,2.31,29.2,0,347252,48.72
2018-07-15,Summer,26.6,2.07,27.4,0,340473,43.28
2018-07-16,Summer,30.8,3.08,25.7,0,350117,56.17
2018-07-17,Summer,27.8,1.22,15.9,0,341583,42.82
2018-07-18,Summer,31.7,2.47,20.4,0,367465,45.36
2018-07-19,Summer,25.8,1.87,17.3,0,380574,44.01
2018-07-20,Summer,25.5,2.68,12.8,0,356461,33.17
2018-07-21,Summer,31.1,1.62,12.2,0,371612,34.95
2018-07-22,Summer,32.4,1.12,28.1,0,327470,48.8
2018-07-23,Summer,25.3,1.3,20.5,0,346529,59.02
2018-07-24,Summer,26.8,1.21,29.7,0,342083,49.38
2018-07-25,Summer,31.4,0.84,18.1,0,337137,47.35
2018-07-26,Summer,33.4,1.28,15.7,0,378002,49.39
2018-07-27,Summer,30.7,1.32,24.6,0,365304,46.32
2018-07-28,Summer,25.7,1.78,7.3,1,340091,41.54
2018-07-29,Summer,26.9,3.05,4,0,363307,45.14
2018-07-30,Summer,30,2.72,16.3,0,362470,35.61
2018-07-31,Summer,28.3,1.52,17,0,389754,52.12
2018-08-01,Summer,27.1,1.73,28,0,307076,48.6
2018-08-02,Summer,25.2,1.17,19.8,0,356877,44.32
2018-08-03,Summer,31.1,3.59,19.3,0,354011,58.61
2018-08-04,Summer,26.7,3.04,23.6,0,370173,40.56
2018-08-05,Summer,24.3,1.97,4.8,0,383742,39.31
2018-08-06,Summer,28.4,0.98,18.8,0,373422,62.12
2018-08-07,Summer,29.9,0.2,24.1,0,365129,44.19
2018-08-08,Summer,27.4,1.26,29,0,368742,55.93
2018-08-09,Summer,26,1.64,23.1,0,352465,38.37
2018-08-10,Summer,28.5,1.65,13.8,0,384562,45.91
2018-08-11,Summer,30.1,2.24,26.7,0,331006,51.2
2018-08-12,Summer,30.4,3.19,11.1,0,408893,49.82
2018-08-13,Summer,35.8,1.58,10.6,0,363589,61.61
2018-08-14,Summer,26.5,1.57,25.1,0,343493,44.64
2018-08-15,Summer,27.5,1.78,33,0,334318,37.82
2018-08-16,Summer,24.5,1.91,8.1,0,363053,48.65
2018-08-17,Summer,28.8,2.36,27.3,0,353177,41.6
2018-08-18,Summer,27.8,2.54,26.6,0,364781,46.06
2018-08-19,Summer,27,2.27,33.3,0,338283,58.04
2018-08-20,Summer,25.9,1.51,32.1,0,313806,28.21
2018-08-21,Summer,32,1.79,3.4,0,397477,37.75
2018-08-22,Summer,33.7,2.99,19.6,0,373992,44.34
2018-08-23,Summer,28.5,3.27,15.5,0,351263,41.45
2018-08-24,Summer,27.5,0.85,18.5,0,351432,40.22
2018-08-25,Summer,25,1.57,15.2,0,385011,58.29
2018-08-26,Summer,26.2,2.14,39,0,323844,47.78
2018-08-27,Summer,26,2.27,18.2,0,373362,55.86
2018-08-28,Summer,25.9,1.98,43.8,0,331894,56.35
2018-08-29,Summer,28.9,1.73,27.5,0,354896,54.89
2018-08-30,Summer,25.6,1.69,19.3,0,373005,41.66
2018-08-31,Summer,27,1.76,23.9,0,393017,43.88
2018-09-01,Autumn,24.5,1.53,30.6,0,222814,61.93
2018-09-02,Autumn,21.2,1.58,33.5,0,211367,56.96
2018-09-03,Autumn,21.9,1.85,33.1,0,223123,56.24
2018-09-04,Autumn,20,2.36,43.6,0,207062,62.79
2018-09-05,Autumn,19.8,1.12,59.3,0,175838,58.25
2018-09-06,Autumn,23.5,1.97,46.8,0,191821,52.98
2018-09-07,Autumn,28.4,2.48,37.6,0,237898,53.83
2018-09-08,Autumn,23.1,1.37,25,0,235156,35.92
2018-09-09,Autumn,19.1,2.49,40,0,202403,61.35
2018-09-10,Autumn,20.7,2.96,39.3,0,219253,61.77
2018-09-11,Autumn,20.4,2.81,25.4,0,230574,61.25
2018-09-12,Autumn,19.5,1.04,16.7,0,239420,55.32
2018-09-13,Autumn,20.8,2.67,22.4,0,241281,52.87
2018-09-14,Autumn,19.2,3.06,38.8,0,200599,50.12
2018-09-15,Autumn,20.2,2.07,3.1,0,266209,48.35
2018-09-16,Autumn,20.7,2.17,30.3,0,240172,57.62
2018-09-17,Autumn,20.2,2.41,36.7,0,217866,43.65
2018-09-18,Autumn,21.5,2.24,17.5,0,239028,54.28
2018-09-19,Autumn,20.7,0.78,38.6,0,206251,65.58
2018-09-20,Autumn,21.8,2.7,46.4,0,197790,58.15
2018-09-21,Autumn,25.9,2.54,42.4,0,207032,42.26
2018-09-22,Autumn,23.7,1.49,39.3,0,208126,43.5
2018-09-23,Autumn,19.7,1.71,33.9,0,224745,39.36
2018-09-24,Autumn,19.6,1.57,37,0,197482,38.67
2018-09-25,Autumn,25,1.71,11.5,0,262226,66.02
2018-09-26,Autumn,22.5,3.45,52.5,0,190911,40.35
2018-09-27,Autumn,21.4,2.64,14.1,0,252366,52.47
2018-09-28,Autumn,18.9,2.04,38.1,0,200758,42.98
2018-09-29,Autumn,19.8,1.88,44.6,0,211866,62.52
2018-09-30,Autumn,18.4,3.39,47,0,209530,54.97
2018-10-01,Autumn,13.1,2.62,45.6,0,204585,52
2018-10-02,Autumn,11.5,1.06,39.2,0,191671,58.72
2018-10-03,Autumn,20.3,3.07,30.6,0,231841,54.2
2018-10-04,Autumn,16.2,2.07,59.5,0,180448,74.74
2018-10-05,Autumn,11.9,1.43,49.1,0,177891,64.89
2018-10-06,Autumn,19.1,2.32,54.5,0,186694,71.71
2018-10-07,Autumn,19.5,2.58,51.3,0,195097,64.62
2018-10-08,Autumn,16.1,2.72,52.7,0,192801,55.4
2018-10-09,Autumn,13.9,2.1,45.6,0,197864,47.77
2018-10-10,Autumn,11.7,1.18,44.9,0,198279,64.33
2018-10-11,Autumn,12.5,1.12,35.3,0,222632,58.56
2018-10-12,Autumn,12.1,1.49,32.6,0,224346,63.45
2018-10-13,Autumn,14.8,3.07,44.9,1,155758,57.88
2018-10-14,Autumn,15.1,2.24,49.4,0,189500,47.26
2018-10-15,Autumn,14.3,1.18,41.3,0,201375,49.82
2018-10-16,Autumn,15.7,2.35,44.6,0,185487,66.54
2018-10-17,Autumn,19.4,2.73,51.2,0,193397,48.79
2018-10-18,Autumn,17,3.05,62.9,0,183466,45.21
2018-10-19,Autumn,7.1,0.98,48.9,0,181077,57.45
2018-10-20,Autumn,13.2,1.45,37.3,0,210598,43.06
2018-10-21,Autumn,19.6,2.03,28.9,0,215918,53.96
2018-10-22,Autumn,13,1.55,34.2,0,206431,47.31
2018-10-23,Autumn,18.9,1.96,42.2,0,216221,50.74
2018-10-24,Autumn,16.4,2.54,29.4,1,191499,62.15
2018-10-25,Autumn,17.7,2,37.4,0,214325,56.37
2018-10-26,Autumn,13.4,2.49,39.8,0,189961,50.67
2018-10-27,Autumn,13.7,2.63,46.7,0,210385,51.38
2018-10-28,Autumn,7.1,3.29,51.7,0,192232,32.46
2018-10-29,Autumn,18.9,1.34,24.8,0,227923,53.56
2018-10-30,Autumn,19.2,2.87,49.9,0,199229,57.21
2018-10-31,Autumn,12.1,1.98,29.2,0,206396,61.07
2018-11-01,Autumn,5.7,3.2,29.3,0,230224,53.48
2018-11-02,Autumn,11.6,1.84,46.7,0,190856,65.96
2018-11-03,Autumn,16.5,2.43,16.7,0,238816,58.09
2018-11-04,Autumn,18,3.24,67.5,0,165470,62.24
2018-11-05,Autumn,3.8,2.12,74,0,150170,60.68
2018-11-06,Autumn,15,3.01,55.8,0,189123,34.06
2018-11-07,Autumn,7.5,4.27,65.1,0,171746,61.04
2018-11-08,Autumn,10.7,2.31,41.4,0,206268,46.78
2018-11-09,Autumn,8.2,0.97,50.1,0,187530,66.43
2018-11-10,Autumn,4,0.92,20.7,0,234178,75.18
2018-11-11,Autumn,5.8,2.34,43.3,0,194635,58.65
2018-11-12,Autumn,14.8,2.18,56.6,0,197396,63.64
2018-11-13,Autumn,10.5,3.34,43.6,0,187260,60.53
2018-11-14,Autumn,2.5,1.49,60,1,160377,64.28
2018-11-15,Autumn,10.9,3.08,56.5,0,190793,53.41
2018-11-16,Autumn,14.2,2.8,75.9,0,148725,52.46
2018-11-17,Autumn,8.4,2.94,46.5,1,186455,65.61
2018-11-18,Autumn,14.9,2.92,61.4,0,182617,64.37
2018-11-19,Autumn,9.5,2.91,37.5,0,215468,54.67
2018-11-20,Autumn,6.8,1.77,78,0,148026,57.89
2018-11-21,Autumn,10.6,3.78,59,0,176804,56.77
2018-11-22,Autumn,8.2,1.04,71.4,1,137229,55.74
2018-11-23,Autumn,6.5,2.62,64.8,0,170312,58.18
2018-11-24,Autumn,9.6,2.39,31.4,0,227118,40.22
2018-11-25,Autumn,9,2.4,53.5,0,184815,51.37
2018-11-26,Autumn,13.5,3.96,62.8,0,168278,50.36
2018-11-27,Autumn,4.1,2.21,14.9,0,246083,71.87
2018-11-28,Autumn,3.5,2.5,65.8,0,172180,61.29
2018-11-29,Autumn,7.4,2.6,27.1,0,227480,55.89
2018-11-30,Autumn,7.1,1.48,60.5,0,177936,69.78
2018-12-01,Winter,3.3,2.43,43.9,0,140929,80.94
2018-12-02,Winter,2.7,2.74,51.5,0,130020,69.95
2018-12-03,Winter,1.3,1.65,61.1,0,119859,61.14
2018-12-04,Winter,-1.6,3.77,62.7,1,102552,56.65
2018-12-05,Winter,6.5,1.97,76.8,1,95960,65.42
2018-12-06,Winter,3,2.09,66.4,0,118430,66.28
2018-12-07,Winter,-3.4,1.93,58.9,1,109304,88.42
2018-12-08,Winter,5.7,2.43,49.1,1,106385,66.81
2018-12-09,Winter,6.3,3.47,82.3,0,98687,57.06
2018-12-10,Winter,3.2,2.17,72.7,0,117471,67.13
2018-12-11,Winter,4.7,3.62,51.6,0,132494,57.64
2018-12-12,Winter,5.9,3.83,56.4,0,133261,52.33
2018-12-13,Winter,-0.7,2.88,40.2,0,138776,65.54
2018-12-14,Winter,1.4,3.45,49.6,0,145912,63.71
2018-12-15,Winter,11.2,2.64,65.1,0,120561,65.77
2018-12-16,Winter,-2.3,1.97,95.2,0,90129,82.84
2018-12-17,Winter,4,3.09,63.1,0,134929,69.87
2018-12-18,Winter,-3,2.26,75.1,1,102724,69.88
2018-12-19,Winter,6.2,2.46,83.8,0,100044,66.93
2018-12-20,Winter,7.3,2.44,72.9,0,109856,72.76
2018-12-21,Winter,7.9,3.55,52.1,0,133732,64.26
2018-12-22,Winter,2.9,3.73,70.4,1,104690,71.62
2018-12-23,Winter,3.5,4.21,47.6,0,140514,58.52
2018-12-24,Winter,1.1,1.95,73.5,1,96496,63.97
2018-12-25,Winter,3.9,3.37,73.3,0,119792,66.28
2018-12-26,Winter,6.5,1.88,55.2,0,129645,56.5
2018-12-27,Winter,-3.2,2.34,71.4,0,124445,65.45
2018-12-28,Winter,7.9,2.26,60.8,0,125256,71.71
2018-12-29,Winter,2.4,2.03,64.3,0,129551,58.78
2018-12-30,Winter,0.3,2.64,49,0,139457,60.54
2018-12-31,Winter,6.2,2.69,70.2,0,120056,62.96
2019-01-01,Winter,1.9,2.77,47.5,1,118966,58.39
2019-01-02,Winter,2.8,2.88,78.2,0,103848,72.63
2019-01-03,Winter,6.6,2.3,80.4,0,106556,65.37
2019-01-04,Winter,-4.9,3.11,37.9,1,136925,67.79
2019-01-05,Winter,-3.1,3.12,62.3,1,109572,69.92
2019-01-06,Winter,-3.7,3.03,54.1,0,125895,50.01
2019-01-07,Winter,4.5,3.87,82.5,0,98407,67.54
2019-01-08,Winter,0.8,3.37,15.3,0,163716,53.82
